title,questionType,difficulty,subjectId,text,gradeLevel,option1,option1Correct,option1Feedback,option2,option2Correct,option2Feedback,option3,option3Correct,option3Feedback,option4,option4Correct,option4Feedback,correctAnswer,tolerance,explanation,hint
"Integrated Science & Inquiry (Y8) Question 815",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 816",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,15,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 817",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 818",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 819",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,18,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 820",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 821",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 822",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,58,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 823",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 824",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 825",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,72,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 826",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 827",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 828",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,81,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 829",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 830",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 831",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,100,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 832",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 833",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 834",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,26,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 835",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 836",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 837",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,60,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 838",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 839",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 840",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,36,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 841",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 842",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 843",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,73,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 844",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 845",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 846",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,7,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 847",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 848",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 849",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,3,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 850",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 851",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 852",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,14,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 853",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 854",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 855",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,4,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 856",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 857",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 858",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,42,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 859",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 860",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 861",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,83,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 862",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 863",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 864",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,36,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 865",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 866",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 867",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,50,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 868",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 869",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 870",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,12,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 871",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 872",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 873",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,79,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 874",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 875",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 876",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,93,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 877",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 878",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 879",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,57,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 880",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 881",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 882",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,38,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 883",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 884",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 885",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,81,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 886",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 887",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 888",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,64,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 889",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 890",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 891",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,18,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 892",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 893",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 894",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,47,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 895",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
